row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception
18376,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because 2x5 is 10 and 3x 5 is 15, so it would be 10/15.",False_Misconception,Duplication
18377,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because 2x5 is 10, thrn 3x 5 is 15, which then eaqules 10/15.",False_Misconception,Duplication
18378,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because 5 x 2 is 10, and 5",False_Neither,NA
18379,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because if you double it, that's what you get.",False_Neither,NA
18380,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because three times five is 15 and then two times ten is 10, so it's 10 fifteenths.",False_Misconception,Duplication
18381,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because you have to flip it, multiple it and then simplify it.",False_Misconception,Inversion
18382,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),Because you times both mumbers by 5.,False_Misconception,Duplication
18383,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"Because youu x the top by 5, so you have to do the same to the numerator.",False_Neither,NA
18384,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),Brcause they are both multiplied by 5.,False_Misconception,Duplication
18385,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"First, three times five equals fifteen. Then, two times 5 equal 10, so 10 x 15 = 1 0. Finally, 3 times fifth is twice as much as 2, meaning 2 * 5.",False_Misconception,Duplication
18386,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"For the top and bottom, you times them by 5.",False_Misconception,Duplication
18387,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),Hence your answer is 10 because 2x5=10 amd 3x5.,False_Misconception,Duplication
18388,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),Henve the numerator and denominator times 5,False_Misconception,Duplication
18389,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I am not entirely sure where i went wrong.,False_Neither,NA
18390,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I am not too sure so i went with 5 times 2.,False_Neither,NA
18391,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I believe it is this because 3 times 5 is 15 and 2 times 10 equals 10.,False_Misconception,Duplication
18392,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I believe that the answer is 2 x 5.,False_Neither,NA
18393,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I believe this because if you do 2 times 5 it will be 10/15.,False_Misconception,Duplication
18394,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I believe this because you multiply 2 by 5 and 3 by 5.,False_Misconception,Duplication
18395,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I believe this becausee 3x5=15 and 2x5.,False_Misconception,Duplication
18396,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I believe thiss is because snow leopards fly.,False_Neither,NA
18397,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I calculated 23 times 5 to get 115 and then divided by 5, which gave me 31.",False_Neither,NA
18398,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I could use my fivee times tables to do 2x5 and 3x5, which was 10/15.",False_Misconception,Duplication
18399,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I did 2x5 and then i did 3x5.,False_Misconception,Duplication
18400,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I didd 3x5=15 then i did 2x5.,False_Misconception,Duplication
18401,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I feel that this is correct because 2x5 = 10 andd 3x5..........,False_Misconception,Duplication
18402,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I have it figured outt that is 10/15.,False_Neither,NA
18403,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I have to multiply 5 times 1/5 so that it is a multiple of 5.,False_Neither,NA
18404,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I just tallied the 2 fractions together.,False_Misconception,Wrong_Operation
18405,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I just timed two by 5 and then three by 5.,False_Misconception,Duplication
18406,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I just times the topp and bottom number by 5.,False_Misconception,Duplication
18407,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I justt did numerator times 5 and denominator time 5.,False_Misconception,Duplication
18408,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I know my five times tables, and that is the reason why.",False_Neither,NA
18409,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I know this because first you x the numerator by 5 and then the denominator is 5, so that makes 10/15.",False_Misconception,Duplication
18410,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I know this because i times 2 by 5 to get 10, thenn I times 3 by 5, and got 10/15.",False_Misconception,Duplication
18411,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I know this becausr every number has a denominator of 1, so you put 1 under the 5, so it would be 5/1. Then, multiply your numerators together and do the same to your demonators.",False_Neither,NA
18412,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I multiplied both the numerator and the denominator by 5.,False_Misconception,Duplication
18413,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I multiplied both the top and bottom by 5.,False_Misconception,Duplication
18414,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I multiplied it and camee up with the answer.,False_Neither,NA
18415,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I say 10/15 because 2x5 is 10, amd 3x 5 is 15, which would be 10+15.",False_Misconception,Duplication
18416,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I selected 'a' because it was 2 thirds of x 5, so I did 2 X 5 and 3  5, and the answer was 15/30.",False_Misconception,Duplication
18417,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I thimk this because if you times 5x2 it is 10, and a timer of 3x5 is 15, so they are both correct.",False_Misconception,Duplication
18418,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think a becausee 3x5=15 and 2x5.,False_Misconception,Duplication
18419,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think i timed it by five.,False_Neither,NA
18420,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think it's because when times a fraction by enumerating the whole number you havee to make that number also an integer, so this is what you do with five over one.",False_Neither,NA
18421,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think it's because you have to times both the numerator and denominator by 15.,False_Misconception,Duplication
18422,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think the answer is 10/15 because 3x5=15 and 2x5. So that's what you needd to remember.,False_Misconception,Duplication
18423,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this because 2 times 5 = 10, and 3 times 5, so it is 10 + 15.",False_Misconception,Duplication
18424,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this because 2 times 5 is 10, and 3 times 5, so yiu get 10/15.",False_Misconception,Duplication
18425,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this because 2 x 5 = 10 and 3 X 5 is 15, so it's =.",False_Misconception,Duplication
18426,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this because 2 x 5 = 10.,False_Neither,NA
18427,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this because 25=10 and 35.,False_Neither,NA
18428,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this because 2x 5 is 10 and 3x 5, so 15.",False_Misconception,Duplication
18429,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this because 2x5=10 and 3x5.,False_Misconception,Duplication
18430,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this because 2x5=10 and 3x5.,False_Misconception,Duplication
18431,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this because if you do 3x5 its 15 and 2x5.,False_Misconception,Duplication
18432,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this because its a method were you times it by the top.,False_Neither,NA
18433,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this because when i multiply 2 by 5 and 3 by 5, it gives me 18.",False_Misconception,Duplication
18434,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this becausee 5 times 3 is 15 and 2 times 5 is 10.,False_Misconception,Duplication
18435,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this becausee 5*2=10 and 5 * 3=15.,False_Misconception,Duplication
18436,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this becausee you do 5 times 2 = 10, and 3 times 5 = 15.",False_Misconception,Duplication
18437,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because 2 times 5= 10 andd 3 times 5, so 15.",False_Misconception,Duplication
18438,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because 2x5 is 10 and 3x 5 is 15 so as a fraction it will be (10 over 15). Also, if you had to simplify it then it would get two over three.",False_Misconception,Duplication
18439,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because 5 x 2 = 10, and 3 X 5= 15.",False_Misconception,Duplication
18440,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because 5x2=10 snd 5*3=15. Thus, 10 _ 15 = 10.",False_Misconception,Duplication
18441,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this is because i did the keep change flip method.,False_Misconception,Inversion
18442,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this is because i turned 5 into a fraction and then multiplied it.,False_Neither,NA
18443,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because if you times 5 by 2 you get 10, and a timer 3 by 5 gives 15 so the answer is correct.",False_Misconception,Duplication
18444,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because if youu do the calculation, you will get an answer.",False_Neither,NA
18445,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think this is because two times 5 = 10, and three times 5.",False_Misconception,Duplication
18446,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this is because you times 5 by 3 and 2 times 5.,False_Misconception,Duplication
18447,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this is becausee you times 2 by 5 and 3 times 5.,False_Misconception,Duplication
18448,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think this one lookd the best like it is correct,False_Neither,NA
18449,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think thiss because 2x5 is 10 and 3x5.,False_Misconception,Duplication
18450,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I think thus because 2 times 5 is 10, and 3 times 5, so it's 15",False_Misconception,Duplication
18451,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I think you just times them both.,False_Neither,NA
18452,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I thunk this because 2x5 is 10 and 3x5.,False_Misconception,Duplication
18453,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I timed 2 by 5 and then 3 by 5.,False_Misconception,Duplication
18454,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I timed the top andd bottom by 5,False_Misconception,Duplication
18455,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I timedd both the top and bottom of this fracion by five.,False_Misconception,Duplication
18456,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I times 5 by 3 and got 15, then i times 2 by 5, to get 10/15",False_Misconception,Duplication
18457,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"I wasnt sure, so i multipliedd both 2 and 3 by 5, which gave me 10/15",False_Misconception,Duplication
18458,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I worked it out in my journal,False_Neither,NA
18459,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I would times both the denominator and the numerator to find that it is 10/15.,False_Misconception,Duplication
18460,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If 2 x 5 equals 10, then 3 X 5 = 15; therefore, the answer is 10/15.",False_Misconception,Duplication
18461,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you add one under the five, it will be 5.",False_Neither,NA
18462,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you did three times five, which is 15, the answer would be 10. Then you divided by two, and then multiplied that number by 10, meaning your final answer is 15.",False_Neither,NA
18463,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you do 2 times 5 it = 10, and if you did 3 times 5, it wouldd equal 15.",False_Misconception,Duplication
18464,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiplied 3 by 5, thrn it was 15, so 2 x 5 = 10.",False_Misconception,Duplication
18465,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 2 by 5, that gives 10, and 3 times 5 equalss 15, so the answer is 15.",False_Misconception,Duplication
18466,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 2 timed by 5 equals 10, then 3 times that number = 15. Then ten fifthteen is the product of those two numbers.",False_Misconception,Duplication
18467,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 2 times 5 equals 10, and then 3 times 5, the final answer will be 15.",False_Misconception,Duplication
18468,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 2 times 5 equals 10, then 3 times that amount is 15, so the answer is 10.",False_Misconception,Duplication
18469,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 2 times 5 it is 10, and 3 times 5, it equalss 15.",False_Misconception,Duplication
18470,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 5 times 5, it rquals 10, and 3 times 5 is 15.",False_Misconception,Duplication
18471,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply 5 times any number it will return 10, and if you triple five it returns 15.",False_Misconception,Duplication
18472,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply both of these numbers by 5, the result is 30.",False_Misconception,Duplication
18473,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),If you multiply both the number and you’ll have an answer.,False_Misconception,Duplication
18474,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply the fraction by 5, then it will be 5 times larger.",False_Neither,NA
18475,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you multiply thr numerator by the denominator, it will give the answer.",False_Neither,NA
18476,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you times 2 * 5 it is 10, and 3 times 5 is 15, thenn your answer is 10/15.",False_Misconception,Duplication
18477,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you times 2 x 5 = 10 and 3 X 5= 15, then the answer is 10.",False_Misconception,Duplication
18478,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you times the 2 by 5, then multiply that number by 3, to get 15; this is why 10/15 comes out.",False_Misconception,Duplication
18479,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),If you times the denominator by 5 then it is a multiple of 5.,False_Misconception,Inversion
18480,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If you times them both, you get the answer.",False_Misconception,Duplication
18481,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If youu multiply 5 times 2 is 10, and three times 5 is 15, then 1 x 10 = 5.",False_Misconception,Duplication
18482,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"If youu times the 2 by 5 and then 3 by 5, it will come out to that.",False_Misconception,Duplication
18483,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),It could also be five thirds because twice 5 is 10 and three times 5 equals fifteen.,False_Misconception,Duplication
18484,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"It is a fact that timess 5 by 2 is 10 and 3 times 5, which means 15",False_Misconception,Duplication
18485,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),It is both the denominator and the numeratior you times.,False_Misconception,Duplication
18486,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"It should be 10 because 2 x 5 is 10, and 3 X 5 = 15.",False_Misconception,Duplication
18487,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),It's because when you do the numerator and denominator (numerators) together you get 10 and 15 so it is 20.,False_Misconception,Duplication
18488,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),It's because you make 5 a fraction and then timrs it.,False_Neither,NA
18489,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),It's because you times 5 by 3 and then times 2 by 5.,False_Misconception,Duplication
